Player,Position,Team,Shot Index,PSA Index,Passing Index,Entry Index,Danger Pass Index,Danger Shot Index,Takeaways Index,Puck Recovery Index,labels
Emily Clark,F,Olympic (Women) - Canada,-0.6759720106890297,-0.4769177021987185,-0.5073077389019942,-0.5384541875831649,-0.6170613169896456,-0.6815857381935083,-0.2755970974485739,-0.2996070752171539,0
Sarah Nurse,F,Olympic (Women) - Canada,0.17565865908561254,-0.42069337700677567,-0.39606286656857304,0.3192713333305193,-0.30461585206189257,0.20782986251231117,-0.469259900678332,-0.191107298484926,2
Lyudmila Belyakova,F,Olympic (Women) - Olympic Athletes from Russia,0.2931303513256487,-0.532587844973895,-0.7046362921380565,-0.4804535854416646,-0.6459733712963284,1.0656098755248744,-0.2753983466242412,-0.4701895484399786,2
Olga Sosina,F,Olympic (Women) - Olympic Athletes from Russia,2.2861656247911872,0.8994699001703487,-0.6659540933739736,-0.4804535854416646,-0.2119670926701214,-0.6988299010680287,-0.2753983466242412,0.12117432692946399,4
Valeria Pavlova,F,Olympic (Women) - Olympic Athletes from Russia,3.6563773752987467,-0.6280583613168446,-0.31505129029979395,2.7213198354933557,-0.6459733712963284,8.233646467933545,-0.2753983466242412,0.6249287392812113,1
Laura Stacey,F,Olympic (Women) - Canada,-0.46102889709390016,-0.47570857692577356,-0.5305318600222159,-0.4548001469114059,-0.6922218093861551,-0.5365431682378199,-0.5315086588593256,-0.6765909505805013,0
Marie-Philip Poulin,F,Olympic (Women) - Canada,0.20401920879608063,2.418937326504576,3.145839852471074,0.4338882332119551,0.4001222521640393,-0.028223567058901663,2.0299124648104514,0.8737434073275783,5
Melodie Daoust,F,Olympic (Women) - Canada,-0.2200320727599671,0.171475725418042,1.1068352873313847,-0.1822649049455272,0.1276003744214992,0.4047965229012775,-0.5226159791191837,0.07021148865606118,2
Yelena Dergachyova,F,Olympic (Women) - Olympic Athletes from Russia,-0.5476814046676258,-0.2461762959450462,-0.22663483598189058,0.3450036246431454,0.5113767050402235,-0.25771995691980293,0.2268449864644275,1.3778225620895297,2
Anna Shokhina,F,Olympic (Women) - Olympic Athletes from Russia,-0.0494225863012411,-0.6280583613168446,-1.0306719674353257,-0.255328891782171,0.5113767050402235,-0.6988299010680287,0.8725864147212876,1.0602382586503845,2
