Player,Position,Team,Shot Index,PSA Index,Passing Index,Entry Index,Danger Pass Index,Danger Shot Index,Takeaways Index,Puck Recovery Index,labels
Meaghan Mikkelson,D,Olympic (Women) - Canada,-0.6614269606927724,-0.39921081964651745,-0.21440172567595348,-0.4731271395851262,-0.3818162185995585,-0.48083890147504693,-0.7871300978801852,-0.6759014043601024,0
Maria Batalova,D,Olympic (Women) - Olympic Athletes from Russia,0.07043636008309925,4.581093843083958,1.0226766063885704,0.1392650087406079,-0.14482578041990052,-0.5036451399394442,0.3788643982726292,1.7579273457776836,2
Renata Fast,D,Olympic (Women) - Canada,-0.4930355868112686,-0.2939245778868929,-0.12407866993162017,0.035852236050707656,-0.38524775435600606,-0.40101706684965677,0.294816773908073,0.20298430827499522,0
Yekaterina Nikolayeva,D,Olympic (Women) - Olympic Athletes from Russia,-0.7459944834435991,-0.448757286356929,-0.740878579218106,-0.6627848537003798,-0.14482578041990052,-0.5036451399394442,0.3788643982726292,0.09902679008346219,0
Brigette Lacquette,D,Olympic (Women) - Canada,1.0794078059131957,0.44307911443047904,0.7659731810666964,-0.6144027837730192,0.43832082719140253,-0.45803266301064977,-0.269304495217659,-0.24095756019981085,2
Angelina Goncharenko,D,Olympic (Women) - Olympic Athletes from Russia,-0.6439406280027618,-0.448757286356929,-0.7792445368455173,-0.3063182481710519,-0.5533930064219353,-0.5036451399394442,-0.7417213215791095,-0.22486720635938268,0
Liana Ganeyeva,D,Olympic (Women) - Olympic Athletes from Russia,-0.7459944834435991,-0.448757286356929,-0.6308961673528599,-0.6627848537003798,-0.5533930064219353,-0.5036451399394442,1.6595337923889013,0.030492698082512534,0
Laura Fortino,D,Olympic (Women) - Canada,0.5297641313070197,1.0391850420401185,1.9255554758869844,-0.22734622435413418,0.21870253877876022,1.4234820103021184,0.20394009529511314,0.36087750870542895,2
Jocelyne Larocque,D,Olympic (Women) - Canada,-0.40943282724333896,-0.225798186160077,0.24918373182546488,-0.16735245764420711,-0.429857719189824,-0.45803266301064977,-0.12527353288768467,0.05358760293498892,0
Lauriane Rougeau,D,Olympic (Women) - Canada,-0.7503660666161017,-0.39921081964651745,-0.18838960640456826,-0.5234444923095812,-0.3818162185995585,-0.138745324509089,-0.8317111100299389,-0.6648677614301731,0
Nina Pirogova,D,Olympic (Women) - Olympic Athletes from Russia,-0.23572520623941254,0.11011506135872517,-0.3904694995544154,-0.3063182481710519,-0.5533930064219353,3.2467140742058715,0.3788643982726292,-0.772201119188885,0
Yekaterina Lovova,D,Olympic (Women) - Olympic Athletes from Russia,-0.7459944834435991,-0.30903919942801544,-0.7626192885403057,-0.6627848537003798,-0.5533930064219353,-0.5036451399394442,-0.10138662452097327,-0.8473069734365013,0
Svetlana Tkachyova,D,Olympic (Women) - Olympic Athletes from Russia,-0.7800124352572115,-0.448757286356929,-0.9084099275244689,-0.6627848537003798,-0.5533930064219353,-0.5036451399394442,-0.9551662205984882,-1.1843444943726786,0
Isa Rahunen,D,Olympic (Women) - Finland,-0.7394657856207846,-0.448757286356929,-0.5809791687193464,-0.5590246211049885,-0.5533930064219353,-0.5036451399394442,-0.6183008017379722,-0.5856711446770295,0
Minnamari Tuominen,D,Olympic (Women) - Finland,1.8149731414741128,0.2921719625085217,0.32070923634884746,0.27105723965814116,1.5418235371782432,-0.22236819887854545,-0.4288140036289318,-0.20995142777209772,2
Ronja Savolainen,D,Olympic (Women) - Finland,0.44652371624470344,-0.3302086065384569,0.7476852163958452,0.6082779955931626,-0.21815835944590675,2.027847329608644,0.3922954548435763,1.4622077518597432,2
Rosa Lindstedt,D,Olympic (Women) - Finland,-0.6887824735752509,-0.448757286356929,-0.3060526059975738,-0.4293243303607496,-0.4695843446779282,0.6214626243041506,0.3922954548435763,-0.24786120939786982,0
Jenni Hiirikoski,D,Olympic (Women) - Finland,2.87932269443032,1.4480215907386245,2.88477513723149,2.475962182310205,-0.4695843446779282,0.6214626243041506,-0.6183008017379722,3.273244349328572,2
Mira Jalosuo,D,Olympic (Women) - Finland,-0.2934526396200881,-0.448757286356929,-0.8859620116100588,-0.5849646792538364,-0.30196702118991386,-0.5036451399394442,-0.7025171564531012,-0.9328646892694991,0
Megan Keller,D,Olympic (Women) - United States,0.27960262866959257,0.058868981031857295,0.394993553788442,-0.23154720408441237,-0.33273222613391656,1.638723271249784,-0.42404114878014004,-0.43842100806659634,0
Emily Pfalzer,D,Olympic (Women) - United States,0.25012913377775875,0.29382742479466684,0.794054848629329,0.09188103312756324,0.08494710798269053,0.7205653807401148,0.004043785648405146,0.3882772865453978,2
Kali Flanagan,D,Olympic (Women) - United States,-0.7439574803409876,-0.4386047610091533,-0.8615837843689618,-0.3258804399379053,-0.30514962859791417,-0.1538707054595701,-0.4830550456488454,-1.1071838389545503,0
